Zippy 1000mAh 40C 2S
Found INA260 chip
time (ms), rpm, mA, V
6822, 20380, 591.25, 8.32,
6833, 20408, 611.25, 8.32,
6844, 20408, 577.50, 8.32,
6856, 20408, 602.50, 8.32,
6867, 20408, 615.00, 8.32,
6878, 20380, 593.75, 8.32,
6889, 20325, 630.00, 8.32,
6900, 20325, 630.00, 8.32,
6912, 20325, 612.50, 8.32,
6923, 20435, 612.50, 8.32,
6934, 20408, 603.75, 8.32,
6945, 20408, 631.25, 8.32,
6956, 20408, 642.50, 8.32,
6967, 20408, 616.25, 8.32,
6978, 20408, 635.00, 8.32,
6989, 20297, 630.00, 8.32,
7000, 20380, 642.50, 8.32,
7011, 20435, 632.50, 8.32,
7023, 20408, 640.00, 8.32,
7035, 20380, 643.75, 8.32,
7046, 20435, 613.75, 8.32,
7057, 20435, 646.25, 8.32,
7068, 20408, 616.25, 8.32,
7079, 20435, 620.00, 8.32,
7090, 20435, 626.25, 8.32,
7101, 20408, 602.50, 8.32,
7113, 20435, 611.25, 8.32,
7124, 20463, 611.25, 8.32,
7135, 20435, 602.50, 8.32,
7146, 20408, 545.00, 8.34,
7157, 20325, 0.00, 8.34,
7168, 20270, 0.00, 8.34,
7180, 20161, 0.00, 8.34,
7192, 20080, 0.00, 8.34,
7203, 19920, 0.00, 8.35,
7214, 19920, 0.00, 8.34,
7225, 19841, 0.00, 8.34,
7236, 19762, 0.00, 8.34,
7247, 19659, 0.00, 8.34,
7258, 19607, 0.00, 8.35,
7269, 19531, 0.00, 8.35,
7281, 19455, 0.00, 8.35,
7293, 19379, 0.00, 8.34,
7304, 19230, 0.00, 8.35,
7315, 19181, 0.00, 8.35,
7326, 19059, 0.00, 8.35,
7337, 19035, 1.25, 8.35,
7348, 18915, 0.00, 8.35,
7359, 18891, 0.00, 8.35,
7370, 18726, 0.00, 8.35,
7382, 18726, 0.00, 8.35,
7394, 18633, 0.00, 8.35,
7405, 18564, 0.00, 8.35,
7416, 18495, 0.00, 8.34,
7427, 18404, 0.00, 8.35,
7439, 18337, 0.00, 8.35,
7451, 18248, 0.00, 8.34,
7463, 18181, 0.00, 8.35,
7474, 18094, 0.00, 8.34,
7485, 18028, 0.00, 8.34,
7496, 17964, 0.00, 8.35,
7507, 17921, 0.00, 8.35,
7518, 17835, 0.00, 8.35,
7529, 17709, 0.00, 8.34,
7540, 17667, 0.00, 8.35,
7552, 17605, 0.00, 8.35,
7563, 17523, 0.00, 8.34,
7574, 17421, 0.00, 8.35,
7585, 17381, 0.00, 8.34,
7597, 17321, 0.00, 8.35,
7609, 17221, 0.00, 8.35,
7621, 17123, 0.00, 8.35,
7632, 17064, 0.00, 8.35,
7643, 16987, 0.00, 8.35,
7654, 16930, 0.00, 8.35,
7665, 16835, 0.00, 8.35,
7676, 16797, 0.00, 8.35,
7687, 16722, 0.00, 8.35,
7698, 16666, 0.00, 8.35,
7710, 16574, 0.00, 8.35,
7723, 16501, 0.00, 8.35,
7735, 16447, 0.00, 8.35,
7746, 16411, 0.00, 8.35,
7757, 16304, 0.00, 8.34,
7768, 16198, 0.00, 8.35,
7779, 16163, 0.00, 8.35,
7790, 16077, 0.00, 8.35,
7801, 16042, 0.00, 8.35,
7812, 15974, 0.00, 8.35,
7824, 15906, 0.00, 8.35,
7836, 15822, 0.00, 8.35,
7848, 15772, 0.00, 8.35,
7859, 15739, 0.00, 8.35,
7870, 15576, 0.00, 8.35,
7881, 15511, 0.00, 8.35,
7892, 15511, 0.00, 8.35,
7903, 15384, 0.00, 8.35,
7914, 15353, 0.00, 8.35,
7925, 15321, 0.00, 8.35,
7937, 15228, 0.00, 8.35,
7948, 15136, 0.00, 8.35,
7959, 15105, 0.00, 8.35,
7970, 15045, 0.00, 8.35,
7981, 14985, 0.00, 8.35,
7992, 14925, 0.00, 8.35,
8003, 14851, 0.00, 8.35,
8014, 14778, 0.00, 8.35,
8025, 14734, 0.00, 8.35,
8036, 14648, 0.00, 8.35,
8047, 14619, 0.00, 8.35,
8058, 14520, 0.00, 8.35,
8070, 14478, 0.00, 8.35,
8082, 14395, 0.00, 8.35,
8094, 14299, 0.00, 8.35,
8107, 14272, 0.00, 8.35,
8118, 14191, 0.00, 8.35,
8129, 14164, 0.00, 8.35,
8140, 14058, 0.00, 8.35,
8151, 14044, 0.00, 8.35,
8162, 13966, 0.00, 8.35,
8173, 13927, 0.00, 8.35,
8184, 13863, 0.00, 8.35,
8195, 13786, 0.00, 8.35,
8206, 13736, 0.00, 8.35,
8217, 13661, 0.00, 8.35,
8228, 13611, 0.00, 8.35,
8239, 13550, 0.00, 8.35,
8250, 13501, 0.00, 8.35,
8261, 13404, 0.00, 8.35,
8272, 13357, 0.00, 8.35,
8284, 13286, 0.00, 8.35,
8296, 13262, 0.00, 8.35,
8307, 13192, 0.00, 8.35,
8318, 13134, 0.00, 8.35,
8329, 13077, 1.25, 8.35,
8340, 12987, 0.00, 8.35,
8351, 12964, 0.00, 8.35,
8363, 12908, 0.00, 8.35,
8374, 12853, 0.00, 8.35,
